Turbine_ID,Compressor_ID,Location,Manufacturer,Installation_Year,Last_Maintenance_Date,Operating_Hours,Next_Maintenance_Due,Power_Output_MW,Efficiency_Percent,Vibration_Level_mm_s,Temperature_C,Pressure_Ratio,Fuel_Type,Status
TURB-1466,COMP-1466,Site C,Mitsubishi,2011,2027-01-05,16722,2027-06-05,425.62,84.54,9.07,281.72,4.7,Diesel,Maintenance Required
TURB-1467,COMP-1467,Site D,Solar,2002,2027-01-06,6281,2027-06-06,202.27,76.92,5.11,1065.86,2.17,Hydrogen,Out of Service
TURB-1468,COMP-1468,Site D,GE,2010,2027-01-07,71554,2027-06-07,342.29,60.78,7.53,672.77,22.47,Hydrogen,Operational
TURB-1469,COMP-1469,Site B,GE,2014,2027-01-08,95927,2027-06-08,473.84,75.84,9.7,1017.87,12.47,Natural Gas,Maintenance Required
TURB-1470,COMP-1470,Site A,Solar,2016,2027-01-09,30955,2027-06-09,339.47,69.42,8.3,905.38,14.73,Hydrogen,Operational
TURB-1471,COMP-1471,Site D,Solar,2004,2027-01-10,32195,2027-06-10,234.5,86.5,8.56,116.29,4.2,Natural Gas,Operational
TURB-1472,COMP-1472,Site B,Solar,2004,2027-01-11,17720,2027-06-11,192.26,91.34,4.13,1013.47,13.0,Diesel,Out of Service
TURB-1473,COMP-1473,Site A,Solar,2010,2027-01-12,6608,2027-06-12,80.22,79.14,1.01,437.88,14.03,Natural Gas,Operational
TURB-1474,COMP-1474,Site C,Solar,2007,2027-01-13,15027,2027-06-13,499.41,75.33,9.66,536.61,12.43,Natural Gas,Out of Service
TURB-1475,COMP-1475,Site D,Solar,2010,2027-01-14,38060,2027-06-14,332.33,70.38,6.99,62.74,23.92,Natural Gas,Out of Service
TURB-1476,COMP-1476,Site C,Mitsubishi,2019,2027-01-15,18378,2027-06-15,145.51,63.52,1.79,922.53,14.93,Natural Gas,Maintenance Required
TURB-1477,COMP-1477,Site B,Mitsubishi,2014,2027-01-16,78029,2027-06-16,46.48,74.13,9.74,587.0,24.4,Natural Gas,Operational
TURB-1478,COMP-1478,Site C,Mitsubishi,2008,2027-01-17,1099,2027-06-17,379.42,85.77,7.19,1130.56,5.1,Diesel,Operational
TURB-1479,COMP-1479,Site B,Siemens,2017,2027-01-18,48709,2027-06-18,428.99,85.31,0.99,373.15,22.98,Natural Gas,Operational
TURB-1480,COMP-1480,Site B,Solar,2005,2027-01-19,85030,2027-06-19,219.62,75.69,1.79,620.48,14.49,Diesel,Operational
TURB-1481,COMP-1481,Site A,Solar,2005,2027-01-20,59701,2027-06-20,478.48,96.71,8.67,522.81,8.46,Hydrogen,Operational
TURB-1482,COMP-1482,Site B,Solar,2010,2027-01-21,94069,2027-06-21,170.96,95.72,9.54,960.93,19.02,Natural Gas,Out of Service
TURB-1483,COMP-1483,Site B,Solar,2019,2027-01-22,53929,2027-06-22,380.47,93.27,3.71,665.99,14.57,Hydrogen,Maintenance Required
TURB-1484,COMP-1484,Site C,Mitsubishi,2002,2027-01-23,60086,2027-06-23,138.86,76.56,4.19,578.86,15.03,Diesel,Maintenance Required
TURB-1485,COMP-1485,Site A,Solar,2010,2027-01-24,91093,2027-06-24,174.61,88.37,4.02,1138.84,5.54,Natural Gas,Operational
TURB-1486,COMP-1486,Site A,Siemens,2002,2027-01-25,47678,2027-06-25,306.64,95.3,8.37,484.63,17.48,Natural Gas,Out of Service
TURB-1487,COMP-1487,Site A,Mitsubishi,2017,2027-01-26,81409,2027-06-26,27.97,88.03,4.59,613.52,8.41,Hydrogen,Out of Service
TURB-1488,COMP-1488,Site C,Mitsubishi,2002,2027-01-27,6889,2027-06-27,113.3,72.0,3.82,687.26,9.86,Hydrogen,Operational
TURB-1489,COMP-1489,Site A,Mitsubishi,2019,2027-01-28,67526,2027-06-28,96.41,62.58,6.26,111.94,22.8,Hydrogen,Maintenance Required
TURB-1490,COMP-1490,Site C,Siemens,2009,2027-01-29,85394,2027-06-29,170.71,96.4,4.96,655.49,5.72,Diesel,Operational
TURB-1491,COMP-1491,Site A,Mitsubishi,2003,2027-01-30,46806,2027-06-30,390.96,97.71,5.38,436.17,22.34,Diesel,Out of Service
TURB-1492,COMP-1492,Site B,Siemens,2003,2027-01-31,63891,2027-07-01,454.72,86.36,4.13,797.78,13.26,Natural Gas,Operational
TURB-1493,COMP-1493,Site D,GE,2000,2027-02-01,20763,2027-07-02,16.21,71.98,4.66,790.17,5.69,Hydrogen,Operational
TURB-1494,COMP-1494,Site A,Solar,2016,2027-02-02,10837,2027-07-03,136.05,92.87,0.46,867.99,20.57,Diesel,Operational
TURB-1495,COMP-1495,Site C,Siemens,2005,2027-02-03,29548,2027-07-04,22.44,96.23,9.27,509.02,16.83,Diesel,Out of Service
TURB-1496,COMP-1496,Site D,Solar,2003,2027-02-04,5242,2027-07-05,432.01,79.24,0.4,170.51,9.65,Diesel,Maintenance Required
TURB-1497,COMP-1497,Site C,Solar,2008,2027-02-05,78725,2027-07-06,107.38,71.84,7.75,555.03,8.57,Hydrogen,Operational
TURB-1498,COMP-1498,Site B,Mitsubishi,2009,2027-02-06,87832,2027-07-07,387.64,75.44,3.05,685.01,11.39,Diesel,Maintenance Required
TURB-1499,COMP-1499,Site B,Mitsubishi,2004,2027-02-07,52580,2027-07-08,26.32,62.81,1.21,78.58,4.7,Diesel,Maintenance Required
TURB-1500,COMP-1500,Site C,Siemens,2007,2027-02-08,60118,2027-07-09,205.21,81.5,6.14,679.47,20.52,Hydrogen,Out of Service
TURB-1501,COMP-1501,Site D,Siemens,2017,2027-02-09,20571,2027-07-10,185.73,74.4,7.1,509.17,8.05,Diesel,Operational
TURB-1502,COMP-1502,Site D,Mitsubishi,2007,2027-02-10,27064,2027-07-11,171.37,93.61,6.34,600.23,20.93,Hydrogen,Operational
TURB-1503,COMP-1503,Site A,Solar,2017,2027-02-11,70276,2027-07-12,289.39,70.47,5.8,398.84,18.69,Hydrogen,Maintenance Required
TURB-1504,COMP-1504,Site B,Mitsubishi,2006,2027-02-12,50995,2027-07-13,201.74,60.32,5.41,615.96,23.63,Diesel,Maintenance Required
TURB-1505,COMP-1505,Site D,Solar,2007,2027-02-13,49071,2027-07-14,207.58,88.01,5.46,1064.12,3.83,Hydrogen,Maintenance Required
TURB-1506,COMP-1506,Site B,GE,2006,2027-02-14,86198,2027-07-15,102.71,60.28,8.67,956.03,9.71,Natural Gas,Out of Service
TURB-1507,COMP-1507,Site D,Siemens,2018,2027-02-15,73801,2027-07-16,213.11,80.75,0.99,758.45,16.16,Hydrogen,Out of Service
TURB-1508,COMP-1508,Site D,Mitsubishi,2010,2027-02-16,32771,2027-07-17,373.13,66.89,1.66,770.56,21.68,Natural Gas,Maintenance Required
TURB-1509,COMP-1509,Site A,Solar,2010,2027-02-17,29884,2027-07-18,168.31,83.2,8.15,1079.7,5.16,Natural Gas,Out of Service
TURB-1510,COMP-1510,Site C,GE,2002,2027-02-18,23452,2027-07-19,429.97,67.52,3.1,601.65,21.74,Hydrogen,Out of Service
TURB-1511,COMP-1511,Site B,Solar,2019,2027-02-19,56952,2027-07-20,91.4,79.07,7.74,670.25,3.07,Natural Gas,Out of Service
TURB-1512,COMP-1512,Site B,Siemens,2012,2027-02-20,57052,2027-07-21,424.85,72.73,3.59,1039.21,12.65,Natural Gas,Operational
TURB-1513,COMP-1513,Site C,Mitsubishi,2009,2027-02-21,85215,2027-07-22,311.73,66.94,9.26,917.92,3.48,Diesel,Out of Service
TURB-1514,COMP-1514,Site A,Solar,2005,2027-02-22,59857,2027-07-23,217.65,83.05,2.89,548.02,5.02,Hydrogen,Maintenance Required
TURB-1515,COMP-1515,Site A,Siemens,2002,2027-02-23,85817,2027-07-24,27.27,63.12,4.33,401.05,19.71,Hydrogen,Operational
TURB-1516,COMP-1516,Site B,Mitsubishi,2009,2027-02-24,31231,2027-07-25,72.02,95.76,1.67,645.49,1.94,Natural Gas,Maintenance Required
TURB-1517,COMP-1517,Site C,GE,2001,2027-02-25,4927,2027-07-26,212.99,89.57,6.7,188.7,14.55,Hydrogen,Out of Service
TURB-1518,COMP-1518,Site A,Solar,2000,2027-02-26,8499,2027-07-27,440.18,94.8,4.09,832.5,3.81,Hydrogen,Maintenance Required
TURB-1519,COMP-1519,Site C,Mitsubishi,2011,2027-02-27,77736,2027-07-28,478.85,61.61,9.42,584.11,20.56,Diesel,Maintenance Required
TURB-1520,COMP-1520,Site D,Mitsubishi,2003,2027-02-28,20491,2027-07-29,465.54,60.08,0.26,734.24,20.49,Diesel,Out of Service
TURB-1521,COMP-1521,Site B,Mitsubishi,2019,2027-03-01,29575,2027-07-30,144.3,73.6,3.94,1023.13,18.02,Hydrogen,Maintenance Required
TURB-1522,COMP-1522,Site A,Siemens,2010,2027-03-02,94593,2027-07-31,135.7,83.43,0.33,459.77,19.26,Diesel,Out of Service
TURB-1523,COMP-1523,Site D,GE,2000,2027-03-03,35999,2027-08-01,372.36,69.29,3.36,621.74,15.38,Hydrogen,Out of Service
TURB-1524,COMP-1524,Site C,GE,2015,2027-03-04,74794,2027-08-02,470.87,80.87,3.86,689.04,12.91,Diesel,Out of Service
TURB-1525,COMP-1525,Site C,Siemens,2005,2027-03-05,68616,2027-08-03,75.34,83.03,2.66,372.2,11.14,Natural Gas,Maintenance Required
TURB-1526,COMP-1526,Site B,Solar,2014,2027-03-06,97595,2027-08-04,195.02,65.76,2.63,366.06,17.04,Diesel,Maintenance Required
TURB-1527,COMP-1527,Site D,Siemens,2009,2027-03-07,56993,2027-08-05,419.84,89.22,2.67,655.16,10.5,Natural Gas,Maintenance Required
TURB-1528,COMP-1528,Site A,GE,2007,2027-03-08,18652,2027-08-06,251.07,95.58,2.74,345.74,1.57,Diesel,Operational
TURB-1529,COMP-1529,Site B,Siemens,2016,2027-03-09,38459,2027-08-07,422.76,84.32,2.89,1040.38,3.87,Hydrogen,Maintenance Required
TURB-1530,COMP-1530,Site D,GE,2012,2027-03-10,26424,2027-08-08,67.21,96.02,8.53,1194.11,16.82,Hydrogen,Out of Service
TURB-1531,COMP-1531,Site B,GE,2008,2027-03-11,97298,2027-08-09,390.74,69.35,0.49,292.48,10.08,Natural Gas,Out of Service
TURB-1532,COMP-1532,Site D,GE,2005,2027-03-12,40530,2027-08-10,200.91,61.39,9.89,711.55,24.75,Natural Gas,Operational
TURB-1533,COMP-1533,Site A,GE,2020,2027-03-13,90612,2027-08-11,349.6,69.4,2.89,217.18,9.82,Hydrogen,Operational
TURB-1534,COMP-1534,Site C,Solar,2016,2027-03-14,97712,2027-08-12,153.64,84.63,0.38,263.41,4.05,Diesel,Operational
TURB-1535,COMP-1535,Site C,GE,2001,2027-03-15,1601,2027-08-13,349.03,82.71,1.83,930.86,9.22,Natural Gas,Operational
TURB-1536,COMP-1536,Site C,Mitsubishi,2017,2027-03-16,89179,2027-08-14,354.03,70.16,9.42,279.63,17.64,Hydrogen,Maintenance Required
TURB-1537,COMP-1537,Site A,Mitsubishi,2015,2027-03-17,78929,2027-08-15,215.48,75.51,9.98,911.35,13.91,Diesel,Maintenance Required
TURB-1538,COMP-1538,Site D,GE,2005,2027-03-18,87700,2027-08-16,484.9,73.97,2.54,514.63,15.84,Hydrogen,Out of Service
TURB-1539,COMP-1539,Site B,GE,2002,2027-03-19,57664,2027-08-17,10.24,96.12,2.33,601.38,4.11,Hydrogen,Maintenance Required
TURB-1540,COMP-1540,Site C,Siemens,2002,2027-03-20,26988,2027-08-18,340.36,71.94,8.38,348.32,20.93,Diesel,Operational
TURB-1541,COMP-1541,Site C,Solar,2013,2027-03-21,69118,2027-08-19,455.27,67.34,9.15,681.33,22.71,Diesel,Operational
TURB-1542,COMP-1542,Site A,GE,2009,2027-03-22,77578,2027-08-20,430.17,81.49,6.54,431.29,4.92,Diesel,Operational
TURB-1543,COMP-1543,Site A,Siemens,2009,2027-03-23,93400,2027-08-21,286.71,64.74,9.36,250.75,16.21,Diesel,Operational
TURB-1544,COMP-1544,Site D,GE,2001,2027-03-24,66631,2027-08-22,448.92,79.3,9.51,209.93,6.9,Hydrogen,Maintenance Required
TURB-1545,COMP-1545,Site D,Solar,2006,2027-03-25,54372,2027-08-23,62.89,86.1,7.62,1199.61,5.78,Hydrogen,Out of Service
TURB-1546,COMP-1546,Site D,Solar,2013,2027-03-26,9425,2027-08-24,276.31,95.84,3.55,447.48,6.31,Hydrogen,Out of Service
TURB-1547,COMP-1547,Site B,Mitsubishi,2016,2027-03-27,79512,2027-08-25,490.84,93.91,1.58,975.66,13.75,Diesel,Maintenance Required
TURB-1548,COMP-1548,Site D,Solar,2016,2027-03-28,71213,2027-08-26,495.86,91.97,5.22,442.59,22.32,Hydrogen,Operational
TURB-1549,COMP-1549,Site D,Mitsubishi,2009,2027-03-29,64479,2027-08-27,342.79,74.97,2.97,766.4,20.74,Hydrogen,Maintenance Required
TURB-1550,COMP-1550,Site B,Solar,2002,2027-03-30,47285,2027-08-28,92.15,93.97,1.27,1017.34,4.87,Diesel,Maintenance Required
TURB-1551,COMP-1551,Site C,Siemens,2016,2027-03-31,64720,2027-08-29,65.33,87.23,4.0,850.44,13.48,Diesel,Out of Service
TURB-1552,COMP-1552,Site C,Solar,2012,2027-04-01,95327,2027-08-30,462.0,76.78,4.85,129.44,5.05,Natural Gas,Maintenance Required
TURB-1553,COMP-1553,Site A,Siemens,2015,2027-04-02,82700,2027-08-31,441.52,81.43,6.65,271.69,11.79,Diesel,Operational
TURB-1554,COMP-1554,Site B,Mitsubishi,2002,2027-04-03,24158,2027-09-01,164.55,76.57,2.29,1054.62,14.72,Hydrogen,Maintenance Required
TURB-1555,COMP-1555,Site D,Siemens,2014,2027-04-04,58365,2027-09-02,466.47,67.48,8.7,591.91,20.57,Diesel,Out of Service
TURB-1556,COMP-1556,Site C,Mitsubishi,2006,2027-04-05,85728,2027-09-03,73.96,77.16,1.94,738.24,21.74,Natural Gas,Out of Service
TURB-1557,COMP-1557,Site A,Solar,2012,2027-04-06,35003,2027-09-04,154.3,90.68,9.97,78.12,2.15,Natural Gas,Out of Service
TURB-1558,COMP-1558,Site B,Siemens,2006,2027-04-07,49007,2027-09-05,325.62,70.13,5.61,610.41,17.7,Hydrogen,Maintenance Required
TURB-1559,COMP-1559,Site B,Siemens,2010,2027-04-08,41955,2027-09-06,93.63,84.33,1.55,545.48,11.14,Diesel,Operational
TURB-1560,COMP-1560,Site B,Mitsubishi,2013,2027-04-09,52674,2027-09-07,494.64,81.02,8.36,839.13,13.13,Diesel,Operational
TURB-1561,COMP-1561,Site D,Solar,2010,2027-04-10,16032,2027-09-08,119.06,94.96,2.61,365.61,6.71,Natural Gas,Operational
TURB-1562,COMP-1562,Site D,GE,2018,2027-04-11,93347,2027-09-09,130.21,88.35,1.96,905.47,2.31,Diesel,Out of Service
TURB-1563,COMP-1563,Site D,GE,2006,2027-04-12,57502,2027-09-10,242.55,73.73,1.43,821.53,21.13,Hydrogen,Out of Service
TURB-1564,COMP-1564,Site A,Siemens,2001,2027-04-13,25993,2027-09-11,391.46,81.35,5.55,636.17,6.92,Hydrogen,Out of Service
TURB-1565,COMP-1565,Site B,Mitsubishi,2002,2027-04-14,17936,2027-09-12,69.04,94.63,8.81,482.0,22.19,Diesel,Operational
TURB-1566,COMP-1566,Site A,Mitsubishi,2001,2027-04-15,85507,2027-09-13,337.05,68.61,8.98,397.29,3.14,Diesel,Out of Service
TURB-1567,COMP-1567,Site A,Mitsubishi,2020,2027-04-16,41468,2027-09-14,58.69,78.03,7.88,665.36,11.1,Hydrogen,Out of Service
TURB-1568,COMP-1568,Site A,Solar,2004,2027-04-17,22577,2027-09-15,56.41,68.42,5.86,713.35,18.95,Diesel,Maintenance Required
TURB-1569,COMP-1569,Site D,Solar,2017,2027-04-18,95002,2027-09-16,30.28,75.9,5.35,565.35,7.53,Natural Gas,Out of Service
TURB-1570,COMP-1570,Site B,Solar,2015,2027-04-19,96641,2027-09-17,276.86,62.21,3.8,418.66,24.23,Natural Gas,Out of Service
TURB-1571,COMP-1571,Site C,GE,2002,2027-04-20,70601,2027-09-18,223.62,93.29,0.54,1061.89,16.48,Diesel,Operational
TURB-1572,COMP-1572,Site D,Siemens,2014,2027-04-21,9722,2027-09-19,160.6,97.17,8.38,406.74,6.61,Natural Gas,Operational
TURB-1573,COMP-1573,Site D,Solar,2020,2027-04-22,31469,2027-09-20,268.28,81.58,9.99,822.99,20.15,Hydrogen,Maintenance Required
TURB-1574,COMP-1574,Site C,Siemens,2019,2027-04-23,63127,2027-09-21,255.91,81.05,9.22,1090.55,24.64,Diesel,Operational
TURB-1575,COMP-1575,Site A,Mitsubishi,2019,2027-04-24,81910,2027-09-22,242.2,96.32,9.34,793.88,7.35,Natural Gas,Operational
TURB-1576,COMP-1576,Site A,Solar,2012,2027-04-25,63572,2027-09-23,94.5,74.94,3.4,470.81,20.83,Hydrogen,Out of Service
TURB-1577,COMP-1577,Site D,Solar,2005,2027-04-26,44131,2027-09-24,449.51,83.6,1.08,391.79,24.47,Diesel,Maintenance Required
TURB-1578,COMP-1578,Site D,Solar,2015,2027-04-27,80152,2027-09-25,313.81,91.82,8.73,1031.41,6.69,Diesel,Out of Service
TURB-1579,COMP-1579,Site D,Siemens,2010,2027-04-28,4089,2027-09-26,72.37,79.22,7.66,613.45,7.01,Diesel,Out of Service
TURB-1580,COMP-1580,Site C,GE,2013,2027-04-29,7227,2027-09-27,135.18,68.42,3.96,732.37,18.35,Diesel,Maintenance Required
TURB-1581,COMP-1581,Site D,GE,2014,2027-04-30,5800,2027-09-28,384.65,90.88,8.35,735.74,23.84,Natural Gas,Operational
TURB-1582,COMP-1582,Site D,Mitsubishi,2020,2027-05-01,67453,2027-09-29,390.44,70.3,1.47,663.87,17.84,Diesel,Maintenance Required
TURB-1583,COMP-1583,Site B,Siemens,2004,2027-05-02,81239,2027-09-30,365.61,92.06,6.55,1121.03,13.36,Diesel,Out of Service
TURB-1584,COMP-1584,Site C,Solar,2005,2027-05-03,25273,2027-10-01,397.33,95.9,9.54,1120.69,3.97,Natural Gas,Maintenance Required
TURB-1585,COMP-1585,Site C,GE,2014,2027-05-04,23921,2027-10-02,303.12,80.75,9.11,96.48,23.22,Natural Gas,Operational
TURB-1586,COMP-1586,Site B,Mitsubishi,2018,2027-05-05,3067,2027-10-03,151.5,61.87,7.63,631.52,3.12,Hydrogen,Maintenance Required
TURB-1587,COMP-1587,Site A,GE,2010,2027-05-06,92131,2027-10-04,185.25,96.31,2.74,700.4,6.47,Natural Gas,Out of Service
TURB-1588,COMP-1588,Site C,Siemens,2019,2027-05-07,27599,2027-10-05,259.72,91.59,1.12,1114.39,12.09,Diesel,Out of Service
TURB-1589,COMP-1589,Site D,Mitsubishi,2005,2027-05-08,97197,2027-10-06,130.55,64.46,3.31,130.11,13.26,Natural Gas,Out of Service
TURB-1590,COMP-1590,Site D,Siemens,2010,2027-05-09,92452,2027-10-07,428.12,83.92,6.21,957.44,2.8,Diesel,Out of Service
TURB-1591,COMP-1591,Site A,Mitsubishi,2007,2027-05-10,36172,2027-10-08,376.01,71.99,3.23,788.78,3.43,Natural Gas,Operational
TURB-1592,COMP-1592,Site B,Siemens,2011,2027-05-11,66338,2027-10-09,490.2,72.55,4.19,892.37,4.44,Hydrogen,Maintenance Required
TURB-1593,COMP-1593,Site B,Solar,2016,2027-05-12,24701,2027-10-10,213.48,82.05,4.1,385.46,2.43,Hydrogen,Maintenance Required
TURB-1594,COMP-1594,Site B,Solar,2000,2027-05-13,75499,2027-10-11,436.68,87.05,3.42,908.6,24.47,Hydrogen,Maintenance Required
TURB-1595,COMP-1595,Site D,Siemens,2009,2027-05-14,47674,2027-10-12,391.77,60.43,9.24,375.07,7.09,Hydrogen,Operational
TURB-1596,COMP-1596,Site B,Siemens,2013,2027-05-15,32132,2027-10-13,417.65,65.8,3.27,827.02,22.17,Hydrogen,Maintenance Required
TURB-1597,COMP-1597,Site B,GE,2006,2027-05-16,53025,2027-10-14,347.19,94.31,9.94,955.08,19.93,Natural Gas,Maintenance Required
TURB-1598,COMP-1598,Site D,GE,2017,2027-05-17,15393,2027-10-15,181.03,78.81,2.17,950.8,18.09,Diesel,Operational
TURB-1599,COMP-1599,Site A,Mitsubishi,2008,2027-05-18,88400,2027-10-16,129.52,78.69,8.74,676.03,16.96,Natural Gas,Out of Service
TURB-1600,COMP-1600,Site D,Siemens,2015,2027-05-19,50868,2027-10-17,143.43,91.93,7.35,525.6,13.22,Hydrogen,Out of Service
TURB-1601,COMP-1601,Site B,Siemens,2009,2027-05-20,30094,2027-10-18,287.82,64.92,6.72,330.09,14.75,Hydrogen,Operational
TURB-1602,COMP-1602,Site A,Siemens,2011,2027-05-21,43040,2027-10-19,441.03,87.12,4.51,88.52,22.43,Diesel,Operational
TURB-1603,COMP-1603,Site B,GE,2008,2027-05-22,87079,2027-10-20,230.05,79.24,8.18,106.23,19.77,Hydrogen,Out of Service
TURB-1604,COMP-1604,Site D,GE,2013,2027-05-23,89405,2027-10-21,303.44,88.18,4.97,531.29,6.92,Natural Gas,Operational
TURB-1605,COMP-1605,Site D,Solar,2001,2027-05-24,56830,2027-10-22,369.56,85.81,1.44,159.18,3.95,Hydrogen,Maintenance Required
TURB-1606,COMP-1606,Site A,Mitsubishi,2009,2027-05-25,86521,2027-10-23,429.08,85.33,2.88,178.76,8.4,Hydrogen,Maintenance Required
TURB-1607,COMP-1607,Site B,GE,2020,2027-05-26,70373,2027-10-24,327.76,92.53,1.91,273.91,4.61,Diesel,Operational
TURB-1608,COMP-1608,Site B,Mitsubishi,2009,2027-05-27,25656,2027-10-25,318.36,80.93,5.74,603.5,23.93,Hydrogen,Out of Service
TURB-1609,COMP-1609,Site A,Mitsubishi,2001,2027-05-28,52580,2027-10-26,493.92,75.5,6.59,730.51,10.49,Natural Gas,Maintenance Required
TURB-1610,COMP-1610,Site C,GE,2005,2027-05-29,90950,2027-10-27,432.58,67.54,3.43,848.41,5.57,Hydrogen,Out of Service
TURB-1611,COMP-1611,Site D,Siemens,2010,2027-05-30,86915,2027-10-28,369.37,73.07,0.49,609.15,16.13,Natural Gas,Maintenance Required
TURB-1612,COMP-1612,Site D,Siemens,2008,2027-05-31,69231,2027-10-29,417.65,93.06,6.62,814.45,10.86,Hydrogen,Out of Service
TURB-1613,COMP-1613,Site B,Solar,2002,2027-06-01,5511,2027-10-30,499.95,72.82,0.71,1041.42,6.62,Natural Gas,Operational
TURB-1614,COMP-1614,Site D,Siemens,2018,2027-06-02,28242,2027-10-31,257.8,97.45,9.66,480.29,2.86,Hydrogen,Maintenance Required
TURB-1615,COMP-1615,Site A,Siemens,2010,2027-06-03,82877,2027-11-01,355.71,83.1,8.88,841.47,3.67,Diesel,Maintenance Required
TURB-1616,COMP-1616,Site D,GE,2003,2027-06-04,66277,2027-11-02,408.57,90.97,8.33,807.28,14.74,Natural Gas,Maintenance Required
TURB-1617,COMP-1617,Site A,Mitsubishi,2014,2027-06-05,21263,2027-11-03,227.65,78.74,3.74,781.97,19.13,Hydrogen,Operational
TURB-1618,COMP-1618,Site D,Siemens,2011,2027-06-06,70298,2027-11-04,477.92,84.87,7.48,721.02,23.26,Natural Gas,Operational
TURB-1619,COMP-1619,Site C,GE,2003,2027-06-07,30230,2027-11-05,197.29,97.6,0.55,885.08,15.26,Hydrogen,Out of Service
TURB-1620,COMP-1620,Site B,Mitsubishi,2014,2027-06-08,33990,2027-11-06,129.11,79.01,0.99,991.32,16.84,Diesel,Out of Service
TURB-1621,COMP-1621,Site C,GE,2016,2027-06-09,15450,2027-11-07,341.77,70.01,5.0,500.95,7.19,Diesel,Out of Service
TURB-1622,COMP-1622,Site A,Siemens,2017,2027-06-10,15661,2027-11-08,49.57,84.7,5.91,802.98,7.95,Diesel,Maintenance Required
TURB-1623,COMP-1623,Site B,Siemens,2004,2027-06-11,89259,2027-11-09,72.05,94.95,7.69,335.79,11.31,Natural Gas,Out of Service
TURB-1624,COMP-1624,Site D,GE,2009,2027-06-12,18398,2027-11-10,485.54,60.65,3.05,919.41,21.92,Diesel,Out of Service
TURB-1625,COMP-1625,Site D,Solar,2019,2027-06-13,34786,2027-11-11,148.01,97.72,5.47,1062.45,11.73,Natural Gas,Maintenance Required
TURB-1626,COMP-1626,Site C,Mitsubishi,2008,2027-06-14,62318,2027-11-12,26.24,80.69,0.72,925.69,7.13,Natural Gas,Out of Service
TURB-1627,COMP-1627,Site B,Mitsubishi,2017,2027-06-15,19680,2027-11-13,242.58,90.38,4.76,614.75,23.11,Diesel,Maintenance Required
TURB-1628,COMP-1628,Site D,Siemens,2011,2027-06-16,32169,2027-11-14,435.0,64.49,6.75,203.45,11.17,Natural Gas,Maintenance Required
TURB-1629,COMP-1629,Site A,GE,2007,2027-06-17,28701,2027-11-15,173.32,71.08,9.9,1054.07,3.37,Natural Gas,Out of Service
TURB-1630,COMP-1630,Site C,GE,2010,2027-06-18,55925,2027-11-16,215.47,97.13,7.7,986.81,14.32,Natural Gas,Out of Service
TURB-1631,COMP-1631,Site D,Siemens,2003,2027-06-19,32464,2027-11-17,86.86,70.94,9.96,852.7,16.22,Natural Gas,Out of Service
TURB-1632,COMP-1632,Site A,GE,2008,2027-06-20,6269,2027-11-18,179.59,75.66,5.03,1029.21,23.95,Diesel,Operational
TURB-1633,COMP-1633,Site A,Siemens,2003,2027-06-21,82604,2027-11-19,483.05,70.67,4.39,662.98,20.46,Natural Gas,Out of Service
TURB-1634,COMP-1634,Site C,Solar,2017,2027-06-22,12319,2027-11-20,439.83,77.8,8.36,1189.4,3.88,Diesel,Operational
TURB-1635,COMP-1635,Site C,Mitsubishi,2013,2027-06-23,86867,2027-11-21,372.53,66.04,4.68,1012.63,13.53,Diesel,Maintenance Required
TURB-1636,COMP-1636,Site C,Solar,2013,2027-06-24,5411,2027-11-22,395.25,79.34,7.59,238.14,11.7,Natural Gas,Maintenance Required
TURB-1637,COMP-1637,Site A,GE,2000,2027-06-25,76314,2027-11-23,337.98,71.34,9.95,512.48,10.75,Natural Gas,Out of Service
TURB-1638,COMP-1638,Site B,Mitsubishi,2008,2027-06-26,71031,2027-11-24,67.8,90.97,7.27,245.66,4.79,Diesel,Out of Service
TURB-1639,COMP-1639,Site B,Siemens,2005,2027-06-27,43475,2027-11-25,67.55,74.81,0.24,307.9,10.32,Diesel,Out of Service
TURB-1640,COMP-1640,Site B,Siemens,2017,2027-06-28,22631,2027-11-26,273.22,90.12,1.88,626.12,12.55,Diesel,Operational
TURB-1641,COMP-1641,Site B,Mitsubishi,2010,2027-06-29,25453,2027-11-27,301.77,84.39,2.84,465.61,6.64,Natural Gas,Maintenance Required
TURB-1642,COMP-1642,Site B,Solar,2006,2027-06-30,91135,2027-11-28,486.19,94.77,8.24,1096.2,15.03,Natural Gas,Operational
TURB-1643,COMP-1643,Site B,Solar,2007,2027-07-01,13618,2027-11-29,231.08,90.8,9.33,50.13,6.7,Hydrogen,Out of Service
TURB-1644,COMP-1644,Site D,Siemens,2020,2027-07-02,71826,2027-11-30,459.56,94.24,6.53,61.91,4.35,Natural Gas,Operational
TURB-1645,COMP-1645,Site D,GE,2002,2027-07-03,46160,2027-12-01,495.26,79.97,0.97,1108.42,24.62,Natural Gas,Maintenance Required
TURB-1646,COMP-1646,Site C,Siemens,2010,2027-07-04,78729,2027-12-02,423.81,94.71,5.05,324.87,17.68,Diesel,Out of Service
TURB-1647,COMP-1647,Site B,GE,2010,2027-07-05,72647,2027-12-03,205.5,65.88,8.6,52.84,15.48,Natural Gas,Operational
TURB-1648,COMP-1648,Site D,GE,2001,2027-07-06,8224,2027-12-04,379.18,63.21,3.69,553.26,9.2,Hydrogen,Maintenance Required
