Turbine_ID,Compressor_ID,Date,Fuel_Consumption_m3,CO2_Emissions_kg,NOx_Emissions_kg,SOx_Emissions_kg,Power_Output_MW,Operating_Hours,Load_Factor,Temperature_C,Pressure_Ratio,Fuel_Type,Location,Manufacturer
TURB-1482,COMP-1482,2027-01-21,5152.43,15893.22,694.42,754.37,93.63,95506,0.99,818.21,1.81,Hydrogen,Site A,Mitsubishi
TURB-1483,COMP-1483,2027-01-22,5310.06,1806.95,1786.27,1183.45,32.39,34154,0.52,875.66,6.47,Diesel,Site A,Mitsubishi
TURB-1484,COMP-1484,2027-01-23,1736.68,21253.63,2940.8,2123.51,41.89,42982,0.59,1088.65,22.01,Diesel,Site A,Mitsubishi
TURB-1485,COMP-1485,2027-01-24,4038.89,45674.06,402.37,1326.68,311.65,49150,0.7,176.07,12.82,Natural Gas,Site B,Mitsubishi
TURB-1486,COMP-1486,2027-01-25,5865.33,40399.85,3743.44,1207.32,484.51,75808,0.8,366.67,18.95,Natural Gas,Site C,Solar
TURB-1487,COMP-1487,2027-01-26,4959.87,49157.7,2880.45,436.31,51.35,21462,0.98,245.55,6.61,Natural Gas,Site A,Mitsubishi
TURB-1488,COMP-1488,2027-01-27,4342.11,40572.72,4828.55,1869.69,323.34,27937,0.69,551.62,3.04,Natural Gas,Site A,GE
TURB-1489,COMP-1489,2027-01-28,2923.31,36746.68,545.41,937.4,68.94,42207,0.59,546.0,20.95,Diesel,Site C,GE
TURB-1490,COMP-1490,2027-01-29,3751.25,5257.32,1210.87,1900.55,292.67,79263,0.74,435.15,6.99,Hydrogen,Site B,Solar
TURB-1491,COMP-1491,2027-01-30,6800.99,49004.8,2736.8,2427.73,227.08,49474,0.89,1185.79,6.68,Natural Gas,Site B,Solar
TURB-1492,COMP-1492,2027-01-31,9729.33,15306.99,2476.57,272.59,27.07,21343,0.63,925.09,10.9,Diesel,Site A,Solar
TURB-1493,COMP-1493,2027-02-01,8971.15,12946.72,2542.13,2162.41,184.95,9650,0.58,155.61,14.34,Diesel,Site A,Siemens
TURB-1494,COMP-1494,2027-02-02,8007.3,2437.98,1774.92,459.17,395.01,26195,0.86,512.48,16.24,Diesel,Site A,Mitsubishi
TURB-1495,COMP-1495,2027-02-03,7163.75,20676.14,4343.88,2178.83,106.03,13642,0.76,1040.15,23.24,Diesel,Site B,Siemens
TURB-1496,COMP-1496,2027-02-04,4491.01,44839.21,351.5,1831.79,263.83,36928,0.84,241.62,19.28,Hydrogen,Site C,GE
TURB-1497,COMP-1497,2027-02-05,4001.41,38704.22,4374.36,1083.65,135.3,94270,0.68,583.85,13.88,Diesel,Site A,Siemens
TURB-1498,COMP-1498,2027-02-06,6618.99,29724.3,3903.73,1167.43,463.44,34551,0.91,939.26,4.89,Hydrogen,Site A,GE
TURB-1499,COMP-1499,2027-02-07,1927.69,37591.89,3963.52,762.96,464.35,91224,0.71,148.79,4.71,Diesel,Site D,Siemens
TURB-1500,COMP-1500,2027-02-08,9315.93,3587.66,4560.48,1762.94,366.01,31565,0.83,990.04,4.57,Natural Gas,Site B,Mitsubishi
TURB-1501,COMP-1501,2027-02-09,1267.41,10213.66,2876.69,2247.35,348.38,37912,0.69,177.27,24.69,Diesel,Site C,Siemens
TURB-1502,COMP-1502,2027-02-10,1237.94,23937.84,4342.63,1477.94,280.45,69451,0.78,582.96,20.58,Hydrogen,Site C,GE
TURB-1503,COMP-1503,2027-02-11,1910.29,33782.64,2085.05,769.97,394.6,62891,0.78,1150.51,3.53,Natural Gas,Site C,Solar
TURB-1504,COMP-1504,2027-02-12,794.8,28878.54,3452.95,1807.1,491.9,34399,0.9,635.49,8.65,Diesel,Site D,Mitsubishi
TURB-1505,COMP-1505,2027-02-13,625.78,8530.6,1593.55,671.77,481.23,52000,0.55,1086.05,9.05,Natural Gas,Site C,Mitsubishi
TURB-1506,COMP-1506,2027-02-14,1608.99,41261.6,4051.34,701.12,406.28,24206,0.61,1106.0,8.91,Hydrogen,Site D,Mitsubishi
TURB-1507,COMP-1507,2027-02-15,3342.49,7649.84,269.98,1612.81,76.72,39942,0.65,543.66,1.62,Natural Gas,Site A,Solar
TURB-1508,COMP-1508,2027-02-16,5728.64,13301.97,4242.03,282.39,432.09,74506,0.75,1124.37,11.66,Natural Gas,Site B,Siemens
TURB-1509,COMP-1509,2027-02-17,5447.07,47398.64,675.89,1020.09,300.11,88515,0.95,153.1,21.64,Diesel,Site B,Solar
TURB-1510,COMP-1510,2027-02-18,833.57,46955.39,863.96,952.41,271.34,21144,0.9,448.43,4.05,Diesel,Site C,Mitsubishi
TURB-1511,COMP-1511,2027-02-19,7018.19,9106.06,3807.35,179.64,277.03,37568,0.92,1067.19,3.0,Diesel,Site A,Mitsubishi
TURB-1512,COMP-1512,2027-02-20,2999.6,12218.97,1260.22,2299.16,134.59,33697,0.67,661.16,16.73,Diesel,Site A,Mitsubishi
TURB-1513,COMP-1513,2027-02-21,4188.63,32526.28,2507.5,2347.36,111.31,48003,0.67,873.53,19.66,Natural Gas,Site B,GE
TURB-1514,COMP-1514,2027-02-22,3737.32,42084.88,2543.23,1023.4,229.75,21369,0.85,99.06,7.22,Diesel,Site C,GE
TURB-1515,COMP-1515,2027-02-23,5003.67,28322.15,1938.7,955.11,320.2,31555,0.93,814.98,22.82,Natural Gas,Site D,Siemens
TURB-1516,COMP-1516,2027-02-24,424.8,14737.24,4669.43,347.93,329.04,87378,0.98,1027.34,17.53,Hydrogen,Site B,Mitsubishi
TURB-1517,COMP-1517,2027-02-25,2014.33,14951.11,2862.97,1428.21,266.34,51326,0.68,831.68,12.71,Diesel,Site B,GE
TURB-1518,COMP-1518,2027-02-26,1622.12,2769.1,3613.5,901.73,412.33,75038,0.81,1146.08,20.29,Natural Gas,Site D,Mitsubishi
TURB-1519,COMP-1519,2027-02-27,8048.82,1274.03,4462.44,2115.01,462.01,32591,0.85,848.5,9.11,Diesel,Site C,GE
TURB-1520,COMP-1520,2027-02-28,5598.94,7282.8,3112.2,1846.11,115.37,8553,0.95,413.34,7.84,Natural Gas,Site C,GE
TURB-1521,COMP-1521,2027-03-01,7630.43,49656.75,3504.78,351.86,371.36,59686,0.87,342.43,7.65,Diesel,Site D,Solar
TURB-1522,COMP-1522,2027-03-02,7092.79,10615.35,2267.65,575.69,123.94,65161,0.71,773.85,5.82,Natural Gas,Site D,Siemens
TURB-1523,COMP-1523,2027-03-03,2749.16,27913.72,4977.72,339.36,424.12,59226,0.88,160.28,22.14,Hydrogen,Site B,GE
TURB-1524,COMP-1524,2027-03-04,5153.87,9425.82,3901.96,382.43,258.63,85873,0.72,492.66,10.71,Natural Gas,Site D,GE
TURB-1525,COMP-1525,2027-03-05,1535.87,43446.8,4829.05,213.93,192.33,71581,1.0,550.52,22.04,Diesel,Site C,Mitsubishi
TURB-1526,COMP-1526,2027-03-06,7831.87,33425.68,723.5,946.91,384.76,61581,0.68,742.1,22.26,Diesel,Site D,Mitsubishi
TURB-1527,COMP-1527,2027-03-07,2127.75,37359.5,212.2,1534.37,45.97,74231,0.54,317.84,4.59,Diesel,Site D,Mitsubishi
TURB-1528,COMP-1528,2027-03-08,9849.52,40984.34,2665.09,2409.6,288.92,13427,0.86,1116.74,2.44,Diesel,Site C,Siemens
TURB-1529,COMP-1529,2027-03-09,9732.13,40741.33,3684.42,1089.58,277.47,69410,0.65,1133.43,24.26,Natural Gas,Site C,Siemens
TURB-1530,COMP-1530,2027-03-10,1740.86,1354.06,4181.54,2382.04,435.18,79458,0.85,737.08,6.46,Natural Gas,Site A,GE
TURB-1531,COMP-1531,2027-03-11,171.68,33922.73,4259.2,282.83,165.9,88852,0.54,822.94,10.48,Diesel,Site C,Mitsubishi
TURB-1532,COMP-1532,2027-03-12,1258.77,41304.23,1506.14,449.95,159.0,32441,0.99,403.23,4.56,Diesel,Site B,Solar
TURB-1533,COMP-1533,2027-03-13,4146.02,3702.47,3819.77,1034.81,56.12,78456,0.9,345.04,23.75,Diesel,Site D,Mitsubishi
TURB-1534,COMP-1534,2027-03-14,7819.45,27097.62,871.09,1014.44,276.2,36238,0.84,360.06,3.64,Hydrogen,Site B,Mitsubishi
TURB-1535,COMP-1535,2027-03-15,8475.18,9426.54,2644.54,92.33,21.77,48292,0.82,517.2,20.47,Hydrogen,Site A,Solar
TURB-1536,COMP-1536,2027-03-16,4876.65,11426.59,1253.41,195.11,469.18,51257,0.57,1118.48,21.73,Natural Gas,Site B,Solar
TURB-1537,COMP-1537,2027-03-17,8734.21,42264.39,1235.23,848.02,126.12,35682,0.57,404.89,23.21,Hydrogen,Site D,Mitsubishi
TURB-1538,COMP-1538,2027-03-18,8854.95,23533.78,1568.53,818.05,227.89,10649,0.54,381.56,12.32,Hydrogen,Site D,GE
TURB-1539,COMP-1539,2027-03-19,6074.84,10043.76,1606.29,750.55,85.88,66888,0.88,424.74,14.71,Natural Gas,Site B,GE
TURB-1540,COMP-1540,2027-03-20,3493.83,37559.45,1740.61,1331.76,174.62,87330,0.86,319.74,13.44,Natural Gas,Site C,GE
TURB-1541,COMP-1541,2027-03-21,7474.08,44681.06,4575.53,536.75,457.21,28219,0.93,887.09,14.16,Natural Gas,Site B,Solar
TURB-1542,COMP-1542,2027-03-22,6736.64,34265.02,3465.62,1290.09,490.21,29547,0.83,513.82,7.18,Diesel,Site B,Mitsubishi
TURB-1543,COMP-1543,2027-03-23,4731.98,46120.06,121.56,174.32,149.67,6004,0.7,588.25,15.06,Diesel,Site C,Siemens
TURB-1544,COMP-1544,2027-03-24,7723.44,15037.73,2066.99,1269.84,410.26,50141,0.95,872.57,7.62,Natural Gas,Site A,Solar
TURB-1545,COMP-1545,2027-03-25,8202.14,22204.73,908.68,1882.87,89.51,4429,0.81,797.9,15.23,Hydrogen,Site A,Solar
TURB-1546,COMP-1546,2027-03-26,6533.38,6161.69,3633.94,2310.74,77.47,48195,0.52,515.18,20.86,Natural Gas,Site D,Mitsubishi
TURB-1547,COMP-1547,2027-03-27,254.62,4595.16,4914.42,2243.32,77.21,45393,0.95,76.65,1.57,Hydrogen,Site C,Mitsubishi
TURB-1548,COMP-1548,2027-03-28,4710.54,20756.48,2544.1,1635.24,471.8,36198,0.94,1076.49,21.78,Diesel,Site C,Solar
TURB-1549,COMP-1549,2027-03-29,4422.68,34425.42,4906.89,2456.86,353.04,10623,0.88,181.57,11.97,Diesel,Site D,GE
TURB-1550,COMP-1550,2027-03-30,8949.2,37960.26,1451.88,947.89,293.53,32168,0.96,1018.99,15.84,Natural Gas,Site A,Siemens
TURB-1551,COMP-1551,2027-03-31,5152.08,8391.66,2947.09,1748.2,103.14,76997,0.7,911.09,7.54,Hydrogen,Site A,Siemens
TURB-1552,COMP-1552,2027-04-01,3811.03,31073.29,2771.25,2473.58,269.64,52327,0.92,1009.3,24.97,Natural Gas,Site A,Siemens
TURB-1553,COMP-1553,2027-04-02,3197.05,26723.51,4000.09,1752.16,497.11,87887,0.97,1078.26,15.95,Natural Gas,Site A,GE
TURB-1554,COMP-1554,2027-04-03,6005.73,40586.73,1380.87,684.78,414.66,47300,0.9,103.2,24.36,Diesel,Site A,Mitsubishi
TURB-1555,COMP-1555,2027-04-04,805.16,36705.98,1369.91,2041.13,493.45,72485,0.87,553.42,19.66,Hydrogen,Site A,Mitsubishi
TURB-1556,COMP-1556,2027-04-05,8768.15,25500.61,1838.58,908.24,15.96,94854,0.68,116.45,22.09,Natural Gas,Site A,Siemens
TURB-1557,COMP-1557,2027-04-06,6241.3,13066.52,2962.11,740.97,282.35,29478,0.67,414.81,7.58,Natural Gas,Site A,Mitsubishi
TURB-1558,COMP-1558,2027-04-07,2497.53,43976.5,763.44,2077.2,152.77,77543,0.95,211.87,16.64,Diesel,Site D,Solar
TURB-1559,COMP-1559,2027-04-08,2926.4,9194.7,4779.11,1032.71,172.33,78301,0.59,715.3,9.82,Hydrogen,Site B,GE
TURB-1560,COMP-1560,2027-04-09,9044.19,13741.72,2357.05,1631.61,37.92,35581,0.52,758.28,20.71,Diesel,Site C,Mitsubishi
TURB-1561,COMP-1561,2027-04-10,426.08,34038.69,2566.41,2176.34,339.82,40603,0.82,703.91,24.44,Hydrogen,Site B,Solar
TURB-1562,COMP-1562,2027-04-11,3096.75,26889.2,2112.63,424.07,428.44,86456,0.67,307.07,6.52,Diesel,Site A,Siemens
TURB-1563,COMP-1563,2027-04-12,3008.45,6114.74,1997.66,1556.61,130.03,48103,0.86,331.78,18.8,Diesel,Site C,Mitsubishi
TURB-1564,COMP-1564,2027-04-13,7483.04,24749.84,2336.19,490.45,266.11,1901,1.0,404.07,19.01,Hydrogen,Site C,Mitsubishi
TURB-1565,COMP-1565,2027-04-14,2113.81,6779.22,1287.71,1529.38,35.54,14752,0.61,229.11,9.73,Natural Gas,Site C,Siemens
TURB-1566,COMP-1566,2027-04-15,751.05,6336.48,824.61,1252.13,147.5,5983,0.66,547.34,4.86,Hydrogen,Site B,Siemens
TURB-1567,COMP-1567,2027-04-16,3952.78,13545.95,2238.0,2189.26,118.98,84280,0.8,860.11,9.0,Natural Gas,Site C,Siemens
TURB-1568,COMP-1568,2027-04-17,7215.92,9419.06,3414.69,2257.06,488.11,74206,0.83,974.16,5.44,Hydrogen,Site A,Solar
TURB-1569,COMP-1569,2027-04-18,688.77,49597.01,1846.53,1937.61,255.4,90696,1.0,76.53,22.26,Hydrogen,Site C,GE
TURB-1570,COMP-1570,2027-04-19,1799.64,47934.07,629.15,1590.24,116.04,57554,0.75,102.1,20.94,Natural Gas,Site A,Siemens
TURB-1571,COMP-1571,2027-04-20,6359.59,36489.99,2667.41,743.32,74.8,64497,0.61,767.59,19.48,Natural Gas,Site B,Mitsubishi
TURB-1572,COMP-1572,2027-04-21,7096.27,42136.27,2667.95,1245.19,390.32,28986,0.94,576.4,19.32,Hydrogen,Site A,GE
TURB-1573,COMP-1573,2027-04-22,121.46,45012.57,927.68,428.72,32.18,80025,0.86,445.64,10.89,Hydrogen,Site B,Mitsubishi
TURB-1574,COMP-1574,2027-04-23,9371.11,26954.36,1781.15,69.53,77.37,65199,0.81,947.09,22.81,Hydrogen,Site B,Mitsubishi
TURB-1575,COMP-1575,2027-04-24,3855.69,40605.4,3967.63,1439.28,35.09,28463,0.93,614.97,20.54,Diesel,Site D,Mitsubishi
TURB-1576,COMP-1576,2027-04-25,3680.03,45225.39,257.58,692.28,189.76,75505,0.54,726.6,22.79,Natural Gas,Site B,Solar
TURB-1577,COMP-1577,2027-04-26,8400.5,3471.71,565.75,734.59,472.36,4258,0.73,436.67,13.23,Natural Gas,Site A,Siemens
TURB-1578,COMP-1578,2027-04-27,1184.65,40503.78,3533.3,486.84,125.33,77785,0.94,391.8,8.17,Natural Gas,Site B,GE
TURB-1579,COMP-1579,2027-04-28,2399.82,5063.56,2905.15,239.92,193.76,54810,0.54,1141.02,16.74,Diesel,Site A,GE
TURB-1580,COMP-1580,2027-04-29,8554.13,47263.23,2936.21,659.46,369.64,4424,0.79,853.57,17.53,Natural Gas,Site C,Solar
TURB-1581,COMP-1581,2027-04-30,5678.42,33954.92,2342.67,624.68,109.9,39162,0.66,429.95,18.1,Natural Gas,Site C,Mitsubishi
TURB-1582,COMP-1582,2027-05-01,6191.0,49918.51,520.9,1061.08,150.43,63692,0.78,1198.85,10.61,Hydrogen,Site D,GE
TURB-1583,COMP-1583,2027-05-02,3124.75,20732.09,359.23,236.65,199.6,27216,0.55,112.09,13.62,Hydrogen,Site A,Siemens
TURB-1584,COMP-1584,2027-05-03,5389.24,43117.42,1688.39,1186.96,477.62,41241,0.77,544.29,4.12,Natural Gas,Site C,Siemens
TURB-1585,COMP-1585,2027-05-04,8414.36,47856.99,377.61,185.14,276.72,45088,0.76,1178.27,15.6,Hydrogen,Site A,Siemens
TURB-1586,COMP-1586,2027-05-05,9825.01,15404.47,2869.84,529.69,224.51,1906,0.53,1084.73,12.41,Diesel,Site C,Siemens
TURB-1587,COMP-1587,2027-05-06,3944.56,43193.86,3427.24,2116.0,206.74,60487,0.62,571.67,5.97,Natural Gas,Site A,Siemens
TURB-1588,COMP-1588,2027-05-07,1687.76,19331.77,3129.55,206.27,200.81,94889,0.57,871.02,13.08,Diesel,Site A,Siemens
TURB-1589,COMP-1589,2027-05-08,3678.0,21498.29,3673.75,306.63,455.52,50165,0.74,475.8,9.68,Natural Gas,Site A,GE
TURB-1590,COMP-1590,2027-05-09,3531.82,43695.7,4765.17,1481.65,390.98,57357,0.64,601.21,16.88,Diesel,Site B,Siemens
TURB-1591,COMP-1591,2027-05-10,3610.72,27428.55,4840.49,694.04,101.94,48171,0.76,792.6,20.47,Hydrogen,Site D,Siemens
TURB-1592,COMP-1592,2027-05-11,2618.79,20827.28,1498.87,1944.82,166.29,29283,0.78,480.0,11.12,Natural Gas,Site B,GE
TURB-1593,COMP-1593,2027-05-12,5506.1,8442.17,1528.93,1096.79,425.47,47319,0.5,941.2,21.09,Natural Gas,Site D,Mitsubishi
TURB-1594,COMP-1594,2027-05-13,9694.22,22420.06,3742.55,1453.29,377.65,22601,0.93,450.06,5.59,Diesel,Site C,GE
TURB-1595,COMP-1595,2027-05-14,625.02,36787.17,4951.04,320.9,60.81,15017,0.57,286.36,16.44,Hydrogen,Site D,Mitsubishi
TURB-1596,COMP-1596,2027-05-15,5767.02,34801.49,2123.05,1758.65,209.92,12040,0.92,342.26,11.59,Diesel,Site D,Solar
TURB-1597,COMP-1597,2027-05-16,9562.43,39343.14,1007.99,2369.45,250.44,93216,0.77,1089.29,10.34,Hydrogen,Site A,GE
TURB-1598,COMP-1598,2027-05-17,4269.43,38021.88,3671.01,2403.58,430.13,54768,0.61,917.52,6.86,Diesel,Site C,Solar
TURB-1599,COMP-1599,2027-05-18,5499.4,18681.65,1987.94,1640.88,427.88,23025,0.89,1083.62,7.19,Diesel,Site B,Solar
TURB-1600,COMP-1600,2027-05-19,1176.5,42091.09,492.09,252.09,84.0,10495,0.82,1119.75,12.27,Hydrogen,Site C,Solar
TURB-1601,COMP-1601,2027-05-20,5978.34,2900.9,3768.39,2153.87,296.97,25374,0.83,63.68,21.2,Natural Gas,Site D,Mitsubishi
TURB-1602,COMP-1602,2027-05-21,3928.37,2395.27,2099.85,2483.68,472.14,16681,0.66,271.56,14.46,Natural Gas,Site D,Siemens
TURB-1603,COMP-1603,2027-05-22,7298.59,47849.41,2997.6,379.8,47.62,63820,0.7,500.37,14.95,Natural Gas,Site B,Mitsubishi
TURB-1604,COMP-1604,2027-05-23,5050.07,43946.81,3490.35,2081.24,185.69,36752,0.77,290.34,18.24,Natural Gas,Site B,GE
TURB-1605,COMP-1605,2027-05-24,1161.93,20729.37,4122.25,431.13,175.31,67262,0.69,112.71,8.34,Hydrogen,Site B,Siemens
TURB-1606,COMP-1606,2027-05-25,1666.7,42309.65,3145.02,1146.27,94.03,49989,0.68,1117.6,10.44,Natural Gas,Site B,Siemens
TURB-1607,COMP-1607,2027-05-26,8843.14,32853.7,4685.98,2315.65,489.59,17309,0.92,1072.34,21.43,Natural Gas,Site A,Solar
TURB-1608,COMP-1608,2027-05-27,6025.28,9331.37,2475.48,2333.6,356.89,35739,0.98,268.9,2.72,Diesel,Site D,GE
TURB-1609,COMP-1609,2027-05-28,794.45,23350.95,2698.47,1403.93,345.18,43132,0.74,614.87,13.57,Hydrogen,Site C,Siemens
TURB-1610,COMP-1610,2027-05-29,3124.77,4102.69,1590.08,2344.16,34.0,24894,0.93,1174.46,14.08,Diesel,Site C,Mitsubishi
TURB-1611,COMP-1611,2027-05-30,7594.36,17411.61,746.3,142.54,198.24,48105,0.9,729.3,14.47,Hydrogen,Site C,Solar
TURB-1612,COMP-1612,2027-05-31,5838.43,11142.11,3179.77,1731.12,314.69,4527,0.74,671.87,19.39,Natural Gas,Site A,Mitsubishi
TURB-1613,COMP-1613,2027-06-01,8798.16,41249.21,1533.7,1099.24,248.36,77627,0.83,538.18,12.11,Hydrogen,Site B,GE
TURB-1614,COMP-1614,2027-06-02,2941.1,37130.79,3599.43,1406.88,365.2,99956,0.53,196.04,21.33,Natural Gas,Site C,Siemens
TURB-1615,COMP-1615,2027-06-03,8740.8,3992.87,3141.25,524.16,415.44,57287,0.82,181.54,9.47,Hydrogen,Site A,Mitsubishi
TURB-1616,COMP-1616,2027-06-04,4302.37,27359.21,1478.46,544.35,383.1,74756,0.62,1056.8,9.48,Natural Gas,Site B,Mitsubishi
TURB-1617,COMP-1617,2027-06-05,9709.05,36572.4,2831.25,1837.0,472.43,41990,0.97,328.41,24.15,Hydrogen,Site B,Siemens
TURB-1618,COMP-1618,2027-06-06,8490.54,31540.03,4942.91,1931.73,281.26,1581,0.83,362.12,9.12,Hydrogen,Site B,GE
TURB-1619,COMP-1619,2027-06-07,9224.96,3644.98,4423.45,1618.89,428.04,7152,0.81,206.58,6.01,Natural Gas,Site C,GE
TURB-1620,COMP-1620,2027-06-08,8374.73,10670.43,2142.34,896.87,491.86,14900,0.95,501.28,14.47,Natural Gas,Site B,Mitsubishi
TURB-1621,COMP-1621,2027-06-09,7466.79,19834.71,3468.29,1779.87,260.26,37247,0.87,770.59,23.88,Hydrogen,Site C,Siemens
TURB-1622,COMP-1622,2027-06-10,8005.93,7271.72,998.18,1319.0,17.14,36060,0.71,671.64,19.81,Diesel,Site B,Siemens
TURB-1623,COMP-1623,2027-06-11,5625.23,8176.83,149.72,1767.62,169.98,79742,0.89,89.42,11.75,Hydrogen,Site D,Mitsubishi
TURB-1624,COMP-1624,2027-06-12,3975.9,19929.76,4213.69,577.61,273.43,53944,0.97,589.69,13.39,Hydrogen,Site B,Solar
TURB-1625,COMP-1625,2027-06-13,4124.01,25038.68,2129.36,1255.13,343.42,82559,0.97,531.41,24.95,Diesel,Site C,Siemens
TURB-1626,COMP-1626,2027-06-14,4342.58,4276.44,989.39,358.2,300.14,23072,0.62,351.68,18.39,Hydrogen,Site D,GE
TURB-1627,COMP-1627,2027-06-15,5098.68,36752.83,1644.96,2407.76,327.48,88459,0.77,796.57,3.87,Diesel,Site C,Solar
TURB-1628,COMP-1628,2027-06-16,6809.05,27608.79,4620.84,2484.41,364.08,29239,0.9,1130.78,15.83,Hydrogen,Site B,Siemens
TURB-1629,COMP-1629,2027-06-17,3724.81,48098.23,4472.7,1101.68,253.33,93282,0.99,855.55,23.64,Diesel,Site C,Mitsubishi
TURB-1630,COMP-1630,2027-06-18,6848.65,14748.75,3289.56,1020.9,415.74,73173,0.54,256.69,6.04,Hydrogen,Site C,Mitsubishi
TURB-1631,COMP-1631,2027-06-19,3430.04,13777.36,551.07,1098.26,336.19,58136,0.89,799.26,19.68,Hydrogen,Site C,GE
TURB-1632,COMP-1632,2027-06-20,5764.54,17626.05,3618.15,507.02,390.17,20192,0.73,224.0,11.25,Natural Gas,Site A,Siemens
TURB-1633,COMP-1633,2027-06-21,6624.16,27658.86,4461.65,559.8,333.89,73939,0.92,678.53,4.87,Natural Gas,Site A,GE
TURB-1634,COMP-1634,2027-06-22,3980.14,15965.66,4602.99,2438.68,62.93,11765,0.88,1155.82,21.2,Natural Gas,Site A,Solar
TURB-1635,COMP-1635,2027-06-23,5484.97,15872.63,1993.28,880.71,85.97,90508,0.73,1167.23,16.53,Diesel,Site A,Mitsubishi
TURB-1636,COMP-1636,2027-06-24,261.64,43116.01,929.98,2182.25,93.21,84804,0.96,1065.66,1.8,Hydrogen,Site B,GE
TURB-1637,COMP-1637,2027-06-25,4812.44,5760.74,4808.48,68.75,33.92,42021,0.68,472.37,21.02,Natural Gas,Site A,Siemens
TURB-1638,COMP-1638,2027-06-26,8230.92,25491.08,4071.14,1510.93,117.18,24082,0.7,860.75,14.09,Hydrogen,Site C,Siemens
TURB-1639,COMP-1639,2027-06-27,3059.52,37956.2,2220.23,607.98,284.42,4213,0.88,245.25,16.17,Natural Gas,Site D,GE
TURB-1640,COMP-1640,2027-06-28,2730.99,47884.07,3197.17,1446.6,39.34,57114,0.63,1119.77,14.74,Diesel,Site A,GE
TURB-1641,COMP-1641,2027-06-29,7746.89,44202.75,2047.89,1691.5,148.94,73955,0.89,573.4,10.67,Hydrogen,Site D,Solar
TURB-1642,COMP-1642,2027-06-30,3275.16,11396.83,2340.51,2042.24,315.33,77992,0.9,703.99,4.7,Hydrogen,Site A,Siemens
TURB-1643,COMP-1643,2027-07-01,3951.53,23571.98,1706.2,650.89,107.95,44034,0.86,492.64,18.39,Diesel,Site D,GE
TURB-1644,COMP-1644,2027-07-02,8230.84,29490.17,372.56,1615.18,106.81,17305,0.69,526.74,17.57,Hydrogen,Site B,Mitsubishi
TURB-1645,COMP-1645,2027-07-03,736.42,16920.65,4985.86,60.06,415.26,58783,0.73,480.73,21.69,Natural Gas,Site C,GE
TURB-1646,COMP-1646,2027-07-04,9354.76,16598.82,1273.76,2498.17,279.13,15981,0.78,597.46,15.94,Hydrogen,Site A,Siemens
TURB-1647,COMP-1647,2027-07-05,2055.17,10075.5,1521.44,1075.1,163.66,31424,0.56,1038.35,2.54,Diesel,Site C,GE
TURB-1648,COMP-1648,2027-07-06,2239.29,3469.86,1692.24,536.25,278.91,17783,0.69,1021.75,11.18,Natural Gas,Site B,Solar
TURB-1649,COMP-1649,2027-07-07,7759.99,39154.86,1296.97,1629.07,219.77,38907,0.58,437.9,3.96,Hydrogen,Site A,GE
TURB-1650,COMP-1650,2027-07-08,1302.01,22947.5,1696.44,1358.54,475.95,48202,0.64,181.12,15.52,Hydrogen,Site D,Siemens
TURB-1651,COMP-1651,2027-07-09,1493.93,43719.1,2876.58,57.79,108.67,10545,0.95,567.13,6.28,Natural Gas,Site C,GE
TURB-1652,COMP-1652,2027-07-10,1004.77,10406.15,487.74,1034.53,335.52,61614,0.53,56.23,23.67,Hydrogen,Site C,Mitsubishi
TURB-1653,COMP-1653,2027-07-11,6089.3,19195.45,450.53,2078.59,457.41,74034,0.78,910.28,5.15,Natural Gas,Site C,Solar
TURB-1654,COMP-1654,2027-07-12,8432.8,18411.85,2364.04,685.03,363.58,25352,0.72,53.05,21.07,Natural Gas,Site B,Siemens
TURB-1655,COMP-1655,2027-07-13,1882.13,30661.68,3513.46,2402.17,199.78,98392,0.83,287.29,15.81,Hydrogen,Site D,GE
TURB-1656,COMP-1656,2027-07-14,4010.88,24913.2,1165.0,2168.2,375.73,35877,0.98,222.9,8.75,Natural Gas,Site C,Mitsubishi
TURB-1657,COMP-1657,2027-07-15,6832.83,30759.98,2648.84,958.59,123.84,41931,0.73,1054.38,20.1,Natural Gas,Site D,Siemens
TURB-1658,COMP-1658,2027-07-16,3121.14,18379.84,2258.3,1032.7,361.32,36934,0.75,1199.44,24.2,Diesel,Site B,GE
TURB-1659,COMP-1659,2027-07-17,2023.87,47133.05,2315.98,1158.45,395.39,30627,0.56,218.17,4.89,Diesel,Site A,Mitsubishi
TURB-1660,COMP-1660,2027-07-18,9071.74,46730.22,3537.82,1611.02,194.2,5818,0.96,703.95,21.23,Diesel,Site C,Mitsubishi
TURB-1661,COMP-1661,2027-07-19,7056.05,39124.65,3025.94,853.07,281.95,36903,0.69,999.95,20.57,Hydrogen,Site D,Solar
TURB-1662,COMP-1662,2027-07-20,9260.2,49790.34,2401.02,52.59,286.59,40024,0.52,455.24,19.37,Natural Gas,Site B,Solar
TURB-1663,COMP-1663,2027-07-21,7833.04,11221.36,1424.74,1119.65,282.46,68123,0.76,343.12,7.86,Natural Gas,Site A,Siemens
TURB-1664,COMP-1664,2027-07-22,3544.18,22198.39,2967.78,1262.2,108.16,50840,0.92,384.98,19.61,Natural Gas,Site A,Mitsubishi
TURB-1665,COMP-1665,2027-07-23,352.02,31941.71,773.17,1787.88,319.38,65834,0.8,421.36,3.36,Natural Gas,Site B,Mitsubishi
